Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
Original,16,8,19,0,0,6,24,0,0,3
Original,8 (8; 50.0%),7 (1; 12.5%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),5 (19; 79.2%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),20 (4; 16.7%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),19 (5; 20.8%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),19 (5; 20.8%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),19 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),18 (6; 25.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),16 (8; 33.3%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),12 (12; 50.0%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),6 (0; 0.0%),10 (14; 58.3%),0 (0; 0.0%),0 (0; 0.0%),3 (0; 0.0%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),6 (0; 0.0%),10 (14; 58.3%),0 (0; 0.0%),0 (0; 0.0%),3 (0; 0.0%)
Original,16 (0; 0.0%),8 (0; 0.0%),18 (1; 5.3%),0 (0; 0.0%),0 (0; 0.0%),6 (0; 0.0%),10 (14; 58.3%),0 (0; 0.0%),0 (0; 0.0%),3 (0; 0.0%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
Original,16 (0; 0.0%),8 (0; 0.0%),11 (8; 42.1%),0 (0; 0.0%),0 (0; 0.0%),5 (1; 16.7%),9 (15; 62.5%),0 (0; 0.0%),0 (0; 0.0%),1 (2; 66.7%)
